Case_Type,Case_Num,State_Case_Num,Rec_Local_Office,Rec_State_Office,Rec_Regional_Office,Last_Sig_Event,Last_Event_Date,Region_ID,Work_State,Occ_Code,Occ_Title,Num_Aliens,Salary,Unit_of_Pay,Prevail_Wage,Unit_of_Pay_Prev,Emp_Name,Emp_City,Emp_State,Contact_Last,Contact_First,Att_Firm_Name,Att_Last,Att_First,Att_City,Att_State
"TEMP","10237133","701","07/03/00 00:00:00","07/03/00 00:00:00","09/18/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",10,"ID","915.473-010","Parking Lot Attendant",15,6.0000000000000000e+00,"H",5.6100000000000003e+00,"H","Sun Valley Company","Sun Valley","ID","Ellison","Norma",,,,,
"TEMP","10237135","700","07/31/00 00:00:00","07/31/00 00:00:00","09/18/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",10,"ID","329.467-010","Attendant, Lodging Facilities",35,6.5000000000000000e+00,"H",6.1699999999999999e+00,"H","Sun Valley Company","Sun Valley","ID","Ellison","Norma",,,,,
"TEMP","10237136","700","07/31/00 00:00:00","07/31/00 00:00:00","09/18/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",10,"ID","969.685-010","Snowmaker",60,6.9000000000000004e+00,"H",6.8700000000000001e+00,"H","Sun Valley Company","Sun Valley","ID","Ellison","Norma",,,,,
"TEMP","10237137","703","07/31/00 00:00:00","07/31/00 00:00:00","09/18/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",10,"ID","318.687-010","Kitchen Helper",30,6.0999999999999996e+00,"H",5.5899999999999999e+00,"H","Sun Valley Company","Sun Valley","ID","Ellison","Norma",,,,,
"TEMP","10237138","704","07/31/00 00:00:00","07/31/00 00:00:00","09/18/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",10,"ID","313.381-010","Baker",12,1.0000000000000000e+01,"H",8.0500000000000007e+00,"H","Sun Valley Company","Sun Valley","ID","Ellison","Norma",,,,,
"TEMP","10237140","697","07/31/00 00:00:00","07/31/00 00:00:00","09/18/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",10,"ID","763.381-010","Furniture Finisher",4,1.3199999999999999e+01,"H",1.1480000000000000e+01,"H","Sun Valley Company","Sun Valley","ID","Ellison","Norma",,,,,
"TEMP","10237132","699","07/31/00 00:00:00","07/31/00 00:00:00","09/18/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",10,"ID","323.687-014","Cleaner, Housekeeping",50,6.0000000000000000e+00,"H",5.5000000000000000e+00,"H","Sun Valley Company","Sun Valley","ID","Ellison","Norma",,,,,
"TEMP","09483662","54986","08/08/00 00:00:00","08/08/00 00:00:00","10/02/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",9,"CA","410.674-022","Stable Attendant",16,4.8000000000000000e+02,"W",3.6960000000000002e+02,"W","ELDORADO POLO CLUB","LAGUNA NIGUEL","CA","JACOY","ALEX","MARTIN JOSEPH ARBURUA.ATTORNEY AT LAW","GALLIATH","LISA","SOLANA BEACH","CA"
"TEMP","09483663","54994","08/08/00 00:00:00","08/08/00 00:00:00","10/02/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",9,"CA","410.674-022","Stable Attendant",9,4.8000000000000000e+02,"W",3.4119999999999999e+02,"W","ROSEVALE FARM","LAGUNAL NIGUEL","CA","DARDI","BUD/GERI","MARTIN JOSEPH ARBURUA.ATTORNEY AT LAW","GALLIATH","LISA","SOLANA BEACH","CA"
"TEMP","07233048",,"09/16/00 00:00:00","09/16/00 00:00:00","09/21/00 00:00:00","Denied, Temporary","10/03/00 00:00:00",7,"IA","153.341-010","Professional Athlete",1,0.0000000000000000e+00,,0.0000000000000000e+00,,"Northwest Sports","Hayward","WI","Koberinski","Scott",,,,,
"TEMP","07233047",,"09/16/00 00:00:00","09/16/00 00:00:00","09/21/00 00:00:00","Denied, Temporary","10/03/00 00:00:00",7,"IA","153.341-010","Professional Athlete",1,0.0000000000000000e+00,,0.0000000000000000e+00,,"Northwest Sports","Hayward","WI","Koberinski","Scott",,,,,
"TEMP","09483664","54984","08/08/00 00:00:00","08/08/00 00:00:00","10/02/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",9,"CA","410.674-022","Stable Attendant",12,4.8000000000000000e+02,"W",3.4119999999999999e+02,"W","PIOCHO RANCH & POLO CO.","LAGUNAL NIGUEL","CA","MITCHELL","ALLISON","MARTIN JOSEPH ARBURUA.ATTORNEY AT LAW","GALLIATH","LISA","SOLANA BEACH","CA"
"TEMP","07233040",,"08/07/00 00:00:00","08/07/00 00:00:00","10/02/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",7,"MO","321.137-010","Housekeeper",1,7.1600000000000001e+00,"H",7.1600000000000001e+00,"H","Not Available",,,,,"Amigos Labor Solutions, Inc.","Hawkins","Margie","Dallas","TX"
"TEMP","09483665","54991","08/08/00 00:00:00","08/08/00 00:00:00","10/02/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",9,"CA","410.674-022","Stable Attendant",15,4.8000000000000000e+02,"W",3.4119999999999999e+02,"W","JOEL LADIN/NICOMA, U.S.P.A MEMBER","LAGUNAL NIGUEL","CA","LADIN","JOEL","MARTIN JOSEPH ARBURUA.ATTORNEY AT LAW","GALLIATH","LISA","SOLANA BEACH","CA"
"TEMP","10237139","705","07/31/00 00:00:00","07/31/00 00:00:00","09/18/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",10,"ID","313.281-010","Chef De Froid",12,8.6999999999999993e+00,"H",8.6500000000000004e+00,"H","Sun Valley Company","Sun Valley","ID","Ellison","Norma",,,,,
"TEMP","01300099",,"08/23/00 00:00:00","08/23/00 00:00:00","10/02/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",1,"VT","318.687-010","Kitchen Helper",6,7.6600000000000001e+00,"H",7.6600000000000001e+00,"H","Black Angus Cafe","White River Junction","VT","Bostock","Ray","Antioch Associates U.S.A.","Zimmerman","Jane","S. Dennis","MA"
"TEMP","01300100",,"08/03/00 00:00:00","08/03/00 00:00:00","10/02/00 00:00:00","Denied, Temporary","10/03/00 00:00:00",1,"VT","313.361-030","Cook, Specialty, Foreign Food",1,1.1250000000000000e+01,"H",1.0359999999999999e+01,"H","Jay Peak Ski  Resort","Jay","VT","De Genova","Joy",,,,,
"TEMP","01300098",,"08/02/00 00:00:00","08/02/00 00:00:00","10/02/00 00:00:00","Denied, Temporary","10/03/00 00:00:00",1,"VT","277.357-058","Salesperson, Sporting Goods",5,9.0000000000000000e+00,"H",9.0000000000000000e+00,"H","Equipe Sports Ltd.","Rawsonville","VT","Maneggia","Thomas",,,,,
"TEMP","01300097","20002495","08/02/00 00:00:00","09/22/00 00:00:00","10/02/00 00:00:00","Denied, Temporary","10/03/00 00:00:00",1,"MA","318.687-010","Kitchen Helper",4,8.5000000000000000e+00,"H",6.4699999999999998e+00,"H","Ipswich Bay Bar & Grill","Ipswich","MA","Schaffer","Paul","Law Offices of John K. Dvorak","Dvorak","John","Boston","MA"
"TEMP","03343245",,"08/07/00 00:00:00","08/07/00 00:00:00","09/06/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",3,"VA","452.687-010","Forest Worker",120,9.7799999999999994e+00,"H",1.0289999999999999e+01,"H","ATLANTIC COAST FORESTRY, INC.","MADISON","VA","MOFFETT","JOHN",,,,,
"TEMP","03344133",,"06/02/00 00:00:00","06/02/00 00:00:00","09/18/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",3,"MD","354.377-014","Home Attendant",1,1.3859999999999999e+01,"H",1.3859999999999999e+01,"H","Somachandra Jayasekera","Gaithersburg","MD","Jayasekera","S","Bogollagama","Bogollagama","Mahinda","McLean","VA"
"TEMP","03344387",,"08/02/00 00:00:00","08/02/00 00:00:00","08/22/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",3,"PA","406.684-014","Groundskeeper, Industrial Commercial",1,9.3699999999999992e+00,"H",9.3699999999999992e+00,"H","Shearon Environmental Design Co., Inc.","Lafayette Hill","PA","Shearon","E","C Scott, Inc.","Evans","C. Scott","Bay City","TX"
"TEMP","03344786",,"08/23/00 00:00:00","08/23/00 00:00:00","09/28/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",3,"VA","219.362-010","Administrative Clerk",2,1.1789999999999999e+01,"H",1.1789999999999999e+01,"H","Farmworks LLC","Woodbridge","VA","MOSTERT","Annora",,,,,
"TEMP","04363787",,"07/18/00 00:00:00","09/06/00 00:00:00","09/07/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",4,"MS","452.687-010","Forest Worker",175,7.9000000000000004e+00,"H",7.9000000000000004e+00,"H","DBA QUALITY FORESTRY","MONTICELLO","MS","REED","BERNARD","INTERNATIONAL LABOR MANAGEMENT CORP.","EURY, JR.","CRAIG","VASS","NC"
"TEMP","05386266",,"08/30/00 00:00:00","08/30/00 00:00:00","08/31/00 00:00:00","Certified, Temporary","10/03/00 00:00:00",5,"WI","418.384-010","Artificial Inseminator",14,7.5000000000000000e+00,"H",7.6500000000000004e+00,"H","Van der Geest Dairy Cattle, Inc.","Merrill","WI","Van der Geest","Mary","Marketing Works International, Inc.","Muller","Elizabeth","Woodbridge","VA"
"TEMP","09483859","55496","08/14/00 00:00:00","08/14/00 00:00:00","10/04/00 00:00:00","Certified, Temporary","10/04/00 00:00:00",9,"CA","341.665-010","Ski Tow Operator",14,7.0000000000000000e+00,"H",5.9500000000000002e+00,"H","SQUAW VALLEY SKI CORP.","OLYMPIC VALLEY","CA","DOUGLAS","JEANNIE","VERONICA T. STRICKLAND","STRICKLAND","VERONICA","DALLAS","TX"
"TEMP","09483860","55498","08/14/00 00:00:00","08/14/00 00:00:00","10/04/00 00:00:00","Certified, Temporary","10/04/00 00:00:00",9,"CA","359.677-018","Nursery School Attendant",10,7.5000000000000000e+00,"H",6.6600000000000001e+00,"H","SQUAW VALLEY SKI CORP.","OLYMPIC VALLEY","CA","DOUGLAS","JEANNIE","VERONICA T. STRICKLAND","STRICKLAND","VERONICA","DALLAS","TX"
"TEMP","09483862","55494","08/14/00 00:00:00","08/14/00 00:00:00","10/04/00 00:00:00","Certified, Temporary","10/04/00 00:00:00",9,"CA","238.367-038","Hotel Clerk",30,7.0000000000000000e+00,"H",6.5499999999999998e+00,"H","SQUAW VALLEY SKI CORP.","OLYMPIC VALLEY","CA","DOUGLAS","JEANNIE","VERONICA T. STRICKLAND","STRICKLAND","VERONICA","DALLAS","TX"
"TEMP","10237142","695","08/03/00 00:00:00","08/03/00 00:00:00","09/21/00 00:00:00","Certified, Temporary","10/04/00 00:00:00",10,"ID","196.263-038","Helicopter Pilot",8,2.0050000000000001e+01,"H",2.0050000000000001e+01,"H","Eagle Helicopters - dba Katchina Aviation","Nampa","ID","Watson","Keith","Ryan, Swanson & Cleveland, PLLC","Metz, Esq.","Abby","Seattle","WA"
"TEMP","07233059",,"06/27/00 00:00:00","06/27/00 00:00:00","10/04/00 00:00:00","Certified, Temporary","10/04/00 00:00:00",7,"KS","863.364-014","Insulation Worker",25,1.1440000000000000e+01,"H",1.1440000000000000e+01,"H","Not Available",,,,,,,,,
"TEMP","07232438",,"05/04/00 00:00:00","05/04/00 00:00:00","08/01/00 00:00:00","Certified, Temporary","10/04/00 00:00:00",7,"NE","869.687-026","Construction Worker II",2,8.0000000000000000e+00,"H",7.9699999999999998e+00,"H","Not Available",,,,,"Bart A. Chavez, Attorney at Law, P.C.","Chavez","Bart","Omaha","NE"
"TEMP","06323438","00-1180","08/01/00 00:00:00","08/01/00 00:00:00","09/22/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",6,"CO","222.387-058","Stock Clerk",7,7.2900000000000000e+00,"H",7.2699999999999996e+00,"H","WINTER WORKERS R US","ALTA","WY","RUIZ","ESTELA",,,,,
"TEMP","06323680",,"08/02/00 00:00:00","09/20/00 00:00:00","09/26/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",6,"WY","238.367-038","Hotel Clerk",1,7.0000000000000000e+00,"H",5.5599999999999996e+00,"H","DAY'S INN","JACKSON","WY","NATELSKY","JULIE","MCCUNE'S BILINGUAL SERVICES","MCCUNE","LORI","RUPERT","ID"
"TEMP","06323679",,"08/02/00 00:00:00","09/20/00 00:00:00","09/26/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",26,6.5000000000000000e+00,"H",6.0099999999999998e+00,"H","SNOW KING RESORT","JACKSON","WY","SANDS","MELANIE","MCCUNE'S BILINGUAL SERVICES","MCCUNE","LORI","RUPERT","ID"
"TEMP","06323445","00-1187","08/01/00 00:00:00","08/01/00 00:00:00","09/22/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",6,"CO","323.687-014","Cleaner, Housekeeping",110,7.7000000000000002e+00,"H",7.7000000000000002e+00,"H","WINTER WORKERS R US","ALTA","WY","RUIZ","ESTELA",,,,,
"TEMP","06323444","00-1186","08/01/00 00:00:00","08/01/00 00:00:00","09/22/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",6,"CO","324.477-010","Porter, Baggage",22,5.6399999999999997e+00,"H",5.5099999999999998e+00,"H","WINTER WORKERS R US","ALTA","WY","RUIZ","ESTELA",,,,,
"TEMP","06323443","00-1185","08/01/00 00:00:00","08/01/00 00:00:00","09/22/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",6,"CO","321.137-014","Inspector",15,9.7799999999999994e+00,"H",9.7799999999999994e+00,"H","WINTER WORKERS R US","ALTA","WY","RUIZ","ESTELA",,,,,
"TEMP","06323442","00-1184","08/01/00 00:00:00","08/01/00 00:00:00","09/22/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",6,"CO","899.684-022","Maintenance Repairer Helper, Industrial",25,8.5199999999999996e+00,"H",7.2800000000000002e+00,"H","WINTER WORKERS R US","ALTA","WY","RUIZ","ESTELA",,,,,
"TEMP","06323441","00-1183","08/01/00 00:00:00","08/01/00 00:00:00","09/22/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",6,"CO","318.687-010","Kitchen Helper",80,8.3100000000000005e+00,"H",8.3100000000000005e+00,"H","WINTER WORKERS R US","ALTA","WY","RUIZ","ESTELA",,,,,
"TEMP","06323440","00-1182","08/01/00 00:00:00","08/01/00 00:00:00","09/22/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",6,"CO","311.677-018","Dining Room Attendant",70,6.5000000000000000e+00,"H",5.4800000000000004e+00,"H","WINTER WORKERS R US","ALTA","WY","RUIZ","ESTELA",,,,,
"TEMP","06323437","00-1179","08/01/00 00:00:00","08/01/00 00:00:00","09/22/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",6,"CO","313.361-014","Cook",42,7.5000000000000000e+00,"H",7.2699999999999996e+00,"H","WINTER WORKERS R US","ALTA","WY","RUIZ","ESTELA",,,,,
"TEMP","06323439","00-1181","08/01/00 00:00:00","08/01/00 00:00:00","09/22/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",6,"CO","311.477-030","Waiter/Waitress, Informal",12,8.9000000000000004e+00,"H",8.9000000000000004e+00,"H","WINTER WORKERS R US","ALTA","WY","RUIZ","ESTELA",,,,,
"TEMP","06323692",,"08/02/00 00:00:00","09/19/00 00:00:00","09/25/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",6,7.5000000000000000e+00,"H",6.0099999999999998e+00,"H","RUSTY PARROT LODGE","JACKSON","WY","HARRISON","RON","MCCUNE'S BILINGUAL SERVICES","MCCUNE","LORI","RUPERT","ID"
"TEMP","06323693",,"08/02/00 00:00:00","09/20/00 00:00:00","09/25/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",6,"WY","238.367-038","Hotel Clerk",23,5.5599999999999996e+00,"H",5.5599999999999996e+00,"H","WINTER WORKERS R US","ALTA","WY","RUIZ","ESTELA",,,,,
"TEMP","06323690",,"08/02/00 00:00:00","09/19/00 00:00:00","09/25/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",6,"WY","323.137-010","Supervisor, Housecleaner",25,7.0099999999999998e+00,"H",7.0099999999999998e+00,"H","WINTER WORKERS R US","ALTA","WY","RUIZ","ESTELA",,,,,
"TEMP","06323691",,"08/02/00 00:00:00","09/19/00 00:00:00","09/25/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",8,6.9500000000000002e+00,"H",6.0099999999999998e+00,"H","FLAT CREEK MOTEL & MART","JACKSON","WY","BADGEROW","BETH","MCCUNE'S BILINGUAL SERVICES","MCCUNE","LORI","RUPERT","ID"
"TEMP","10237141",,"07/03/00 00:00:00","07/03/00 00:00:00","09/18/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",10,"OR","452.687-010","Forest Worker",35,9.6300000000000008e+00,"H",9.6300000000000008e+00,"H","Eagle Pass Reforestation, Inc.","Jacksonville","OR","Mena","Antonio",,,,,
"TEMP","10237175","696","08/03/00 00:00:00","08/03/00 00:00:00","09/21/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",10,"ID","621.281-014","Airframe And Power Plant Mechanic",8,1.4699999999999999e+01,"H",1.4699999999999999e+01,"H","Eagle Helicopters - dba Katchina Aviation","Nampa","ID","Watson","Keith","Ryan, Swanson & Cleveland, PLLC","Metz, Esq.","Abby","Seattle","WA"
"TEMP","01300192",,"08/28/00 00:00:00","08/28/00 00:00:00","10/03/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",1,"VT","311.677-014","Counter Attendant, Cafeteria",15,7.7000000000000002e+00,"H",7.6600000000000001e+00,"H","Mount Mansfield Company","Stowe","VT","Frailey","Julie",,,,,
"TEMP","01300357",,"07/03/00 00:00:00","07/03/00 00:00:00","10/04/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",1,"VT","313.361-014","Cook",3,6.0000000000000000e+02,"W",1.0359999999999999e+01,"H","Crystal Holidays, Inc.","Sarasota","FL","Morgan","Hugh",,,,,
"TEMP","01300356",,"07/03/00 00:00:00","07/03/00 00:00:00","10/04/00 00:00:00","Denied, Temporary","10/05/00 00:00:00",1,"VT","353.167-010","Guide, Travel",2,6.0000000000000000e+02,"W",9.3900000000000006e+00,"H","Crystal Holidays, Inc.","Sarasota","FL","Morgan","Hugh",,,,,
"TEMP","01300191",,"08/28/00 00:00:00","08/28/00 00:00:00","10/03/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",1,"VT","153.227-018","Instructor, Sports",20,8.2500000000000000e+00,"H",8.2300000000000004e+00,"H","Mount Mansfield Company","Stowe","VT","Frailey","Julie",,,,,
"TEMP","01300193",,"08/28/00 00:00:00","08/28/00 00:00:00","10/03/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",1,"VT","295.467-010","Bicycle Rental Clerk",10,7.0000000000000000e+00,"H",6.2500000000000000e+00,"H","Mount Mansfield Company","Stowe","VT","Frailey","Julie",,,,,
"TEMP","01299562",,"08/02/00 00:00:00","08/02/00 00:00:00","09/22/00 00:00:00","Denied, Temporary","10/05/00 00:00:00",1,"NH","406.684-014","Groundskeeper, Industrial Commercial",10,7.4400000000000004e+00,"H",7.4400000000000004e+00,"H","Morin's Landscaping & Lawn Maintenance Inc.","Hollis","NH","Morin","Thomas","C. Scott, Inc.","Scott","C.","Bay City","TX"
"TEMP","01300194",,"08/28/00 00:00:00","08/28/00 00:00:00","10/03/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",1,"VT","341.665-010","Ski Tow Operator",15,7.0000000000000000e+00,"H",6.2500000000000000e+00,"H","Mount Mansfield Company","Stowe","VT","Frailey","Julie",,,,,
"TEMP","01300096","20002386","07/21/00 00:00:00","09/22/00 00:00:00","10/02/00 00:00:00","Denied, Temporary","10/05/00 00:00:00",1,"MA","099.327-010","Teacher Aide I",1,1.0230000000000000e+01,"H",8.6999999999999993e+00,"H","Edgartown School","Edgartown","MA","Jerome","Edward",,,,,
"TEMP","01299903","20002692","08/14/00 00:00:00","09/18/00 00:00:00","09/27/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",1,"MA","309.677-010","Companion",1,5.0000000000000000e+02,"W",6.5700000000000003e+00,"H","Not Available","Auburndale","MA","Not Available","Not Available","Adeyeye Anjorin Consultancy","Anjorin","Adeyeye","Roxbury","MA"
"TEMP","05387028","V-IL-29228-I","06/01/00 00:00:00","06/01/00 00:00:00","09/25/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",5,"IL","313.361-030","Cook, Specialty, Foreign Food",2,1.3500000000000000e+01,"H",9.9299999999999997e+00,"H","India House Restaurant, Inc.","Schaumburg","IL","Jayara","Jagmohan","Attorney-At-Law","Goyal","Parveen","Elk Grove Villag","IL"
"TEMP","05387027","V-IL-29227-I","06/01/00 00:00:00","06/01/00 00:00:00","09/25/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",5,"IL","313.361-030","Cook, Specialty, Foreign Food",2,1.3500000000000000e+01,"H",9.9299999999999997e+00,"H","India House Restaurant, Inc.","Schaumburg","IL","Jayara","Jagmohan","Attorney-At-Law","Goyal","Parveen","Elk Grove Villag","IL"
"TEMP","04364839","NC99122682","09/11/00 00:00:00","09/25/00 00:00:00","09/26/00 00:00:00","Certified, Temporary","10/05/00 00:00:00",4,"NC","419.224-010","Horse Trainer",1,2.8500000000000000e+02,"W",2.8319999999999999e+02,"W","HOLLYBROOK  FARM","LEXINGTON","NC","COPPLEY","JOHN",,,,,
"TEMP","06323682",,"08/15/00 00:00:00","09/19/00 00:00:00","09/25/00 00:00:00","Certified, Temporary","10/06/00 00:00:00",6,"WY","355.674-010","Child Care Attendant, School",1,5.9000000000000004e+00,"H",5.9000000000000004e+00,"H","JACKSON HOLE MOUNTAIN RESORT","TETON VILLAGE","WY","SPIEGLER","COURTNEY","MCCUNE'S BILINGUAL SERVICES","MCCUNE","LORI","RUPERT","ID"
"TEMP","06323695",,"08/02/00 00:00:00","09/19/00 00:00:00","09/25/00 00:00:00","Certified, Temporary","10/06/00 00:00:00",6,"WY","318.687-010","Kitchen Helper",110,5.8600000000000003e+00,"H",5.8600000000000003e+00,"H","WINTER WORKERS R US","ALTA","WY","RUIZ","ESTELA",,,,,
"TEMP","06323686",,"08/02/00 00:00:00","09/20/00 00:00:00","09/26/00 00:00:00","Certified, Temporary","10/06/00 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",15,6.9500000000000002e+00,"H",6.0099999999999998e+00,"H","DAY'S INN","JACKSON","WY","NATELSKY","JULIE","MCCUNE'S BILINGUAL SERVICES","MCCUNE","LORI","RUPERT","ID"
"TEMP","06323687",,"08/02/00 00:00:00","09/20/00 00:00:00","09/26/00 00:00:00","Certified, Temporary","10/06/00 00:00:00",6,"WY","318.687-010","Kitchen Helper",1,5.9400000000000004e+00,"H",5.8600000000000003e+00,"H","TETON PINES RESORT","WILSON","WY","BURNS","GWEN","MCCUNE'S BILINGUAL SERVICES","MCCUNE","LORI","RUPERT","ID"
"TEMP","06323688",,"08/02/00 00:00:00","09/20/00 00:00:00","09/26/00 00:00:00","Certified, Temporary","10/06/00 00:00:00",6,"WY","318.687-010","Kitchen Helper",5,5.9400000000000004e+00,"H",5.8600000000000003e+00,"H","SNOW KING RESORT","JACKSON","WY","SANDS","MELANIE","MCCUNE'S BILINGUAL SERVICES","MCCUNE","LORI","RUPERT","ID"
