Case_Type,Case_Num,State_Case_Num,Rec_Local_Office,Rec_State_Office,Rec_Regional_Office,Last_Sig_Event,Last_Event_Date,Region_ID,Work_State,Occ_Code,Occ_Title,Num_Aliens,Salary,Unit_of_Pay,Prevail_Wage,Unit_of_Pay_Prev,Emp_Name,Emp_City,Emp_State,Contact_Last,Contact_First,Att_Firm_Name,Att_Last,Att_First,Att_City,Att_State
"TEMP","09529576","156531","06/25/02 00:00:00","06/25/02 00:00:00","09/23/02 00:00:00","Certified, Temporary","10/02/02 00:00:00",9,"CA","999.399-031","Fitness Trainers and Aerobics Instructors",8,1.2550000000000001e+01,"H",1.1949999999999999e+01,"H","KIRKWOOD  SKI AND SUMMER RESORT","KIRKWOOD","CA","SULLIVAN","RENA","PAMELA MCLEAN","MC LEAN","PAMELA","POLLOCK PINES","CA"
"TEMP","09528837","154594","05/21/02 00:00:00","05/21/02 00:00:00","09/09/02 00:00:00","Certified, Temporary","10/02/02 00:00:00",9,"CA","999.399-031","Fitness Trainers and Aerobics Instructors",15,1.0000000000000000e+01,"H",9.8499999999999996e+00,"H","HOMEWOOD MOUNTAIN RESORT","HOMEWOOD","CA","GILLETTE","CHRISTIE",,,,,
"TEMP","09528836","154254","05/21/02 00:00:00","05/21/02 00:00:00","09/09/02 00:00:00","Certified, Temporary","10/02/02 00:00:00",9,"CA","999.399-031","Fitness Trainers and Aerobics Instructors",6,1.2000000000000000e+01,"H",1.1949999999999999e+01,"H","HOMEWOOD MOUNTAIN RESORT","HOMEWOOD","CA","GILLETTE","CHRISTIE",,,,,
"TEMP","09528835","154647","05/21/02 00:00:00","05/21/02 00:00:00","09/09/02 00:00:00","Certified, Temporary","10/02/02 00:00:00",9,"CA","999.399-031","Fitness Trainers and Aerobics Instructors",9,8.1500000000000004e+00,"H",8.1500000000000004e+00,"H","HOMEWOOD MOUNTAIN RESORT","HOMEWOOD","CA","GILLETTE","CHRISTIE",,,,,
"TEMP","03381264",,"07/23/02 00:00:00","07/23/02 00:00:00","09/18/02 00:00:00","Certified, Temporary","10/02/02 00:00:00",3,"MD","620.281-050","Mechanic, Industrial Truck",1,1.9590000000000000e+01,"H",1.8250000000000000e+01,"H","ELVATON AUTO & TRUCK SERVICE","GLEN BURNIE","MD","GOLDEN","LAWRENCE","Law Offices of Rajiv S. Khanna","Khanna","Rajiv","Arlington","VA"
"TEMP","03381312",,"07/30/02 00:00:00","07/30/02 00:00:00","09/19/02 00:00:00","Denied, Temporary","10/02/02 00:00:00",3,"VA","785.261-010","Alteration Tailor",4,9.9700000000000006e+00,"H",1.0859999999999999e+01,"H","Marine Shop (The)","Quantico","VA","Elms","Pamela","Paul Shearman Allen & Associates","Allen","Paul","Washington","DC"
"TEMP","03381130",,"08/13/02 00:00:00","08/13/02 00:00:00","09/16/02 00:00:00","Denied, Temporary","10/02/02 00:00:00",3,"VA","354.377-014","Home Attendant",1,8.8499999999999996e+00,"H",9.7699999999999996e+00,"H","Sinclair, Jasper (Mr. & Mr.)","Fairfax","VA","Sinclair","Peggy","Paul Shearman Allen & Associates","Allen","Paul","Washington","DC"
"TEMP","03380272",,"07/22/02 00:00:00","07/22/02 00:00:00","08/21/02 00:00:00","Denied, Temporary","10/02/02 00:00:00",3,"VA","301.677-010","Child Monitor",1,9.8100000000000005e+00,"H",9.7699999999999996e+00,"H","Not Available","McLean","VA","Not Available","Not Available",,,,,
"TEMP","03381140",,"08/23/02 00:00:00","08/23/02 00:00:00","09/17/02 00:00:00","Denied, Temporary","10/02/02 00:00:00",3,"VA","712.381-042","Dental Ceramist",1,1.8000000000000000e+01,"H",1.8239999999999998e+01,"H","Ceramic Studio of Virginia Inc.","Richmond","VA","Kump","Lenta","Sai H. Lee & Associates (Law Offices of)","Lee","Sai","Norcross","GA"
"TEMP","06344133","2316674","08/27/02 00:00:00","09/13/02 00:00:00","09/16/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"WY","238.367-038","Hotel Clerk",3,1.0000000000000000e+01,"H",5.9199999999999999e+00,"H","PAINTED BUFFALO","JACKSON","WY","DOWNS","JACK","GLOBAL RESOURCES, INC","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06344131","2316643","08/26/02 00:00:00","09/13/02 00:00:00","09/16/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",6,7.1900000000000004e+00,"H",6.1100000000000003e+00,"H","TRAPPER INN","JACKSON","WY","WAYCOTT","TIM","ESTELA RUIZ","RUIZ","ESTELA","VICTOR","ID"
"TEMP","06344143","02-1391","07/18/02 00:00:00","09/13/02 00:00:00","09/19/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"CO","317.687-010","Cook Helper",8,8.5000000000000000e+00,"H",7.4000000000000004e+00,"H","BEAVER RUN RESORT","BRECKENRIDGE","CO","BROWN","MELISSA",,,,,
"TEMP","06344142","02-1390","07/18/02 00:00:00","09/13/02 00:00:00","09/19/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"CO","323.687-014","Cleaner, Housekeeping",22,9.0000000000000000e+00,"H",7.8399999999999999e+00,"H","BEAVER RUN RESORT","BRECKENRIDGE","CO","BROWN","MELISSA",,,,,
"TEMP","06344134","2316641","08/26/02 00:00:00","09/13/02 00:00:00","09/16/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",15,7.1900000000000004e+00,"H",6.1100000000000003e+00,"H","RED LION WYOMING INN OF JACKSON","JACKSON","WY","KRAJSKY","ED","ESTELA RUIZ","RUIZ","ESTELA","VICTOR","ID"
"TEMP","06344135","0561129","08/21/02 00:00:00","09/10/02 00:00:00","09/16/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"MT","323.687-014","Cleaner, Housekeeping",8,6.5400000000000000e+00,"H",6.5400000000000000e+00,"H","LIONSHEAD RESORT","WEST YELLOWSTONE","MT","OKSA","TERRY",,,,,
"TEMP","06344136","0561067","08/05/02 00:00:00","09/10/02 00:00:00","09/16/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"MT","323.687-014","Cleaner, Housekeeping",8,6.5400000000000000e+00,"H",6.5400000000000000e+00,"H","BIG WESTERN PINE","WEST YELLOWSTONE","MT","STEELE","VERNETTA","GLOBAL RESOURCES, INC","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06344137","02-1316","07/05/02 00:00:00","09/11/02 00:00:00","09/16/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"CO","290.477-014","Sales Clerk",6,1.2500000000000000e+01,"H",9.3800000000000008e+00,"H","VISTA BAHN SKI RENTALS","VAIL","CO","GROS","JANE","SIENNA LARENE & CHRIS POOLEY, LLC","LaRENE","SIENNA","EDWARDS","CO"
"TEMP","06344140","2316057","09/12/02 00:00:00","09/12/02 00:00:00","09/17/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"WY","311.477-030","Waiter/Waitress, Informal",1,5.8499999999999996e+00,"H",5.8499999999999996e+00,"H","VIRGINIAN RESTAURANT","JACKSON","WY","COLLET","KATHLEEN","JODY L. CHANCE ATTORNEY AT LAW","CHANCE","JODY","JACKSON","WY"
"TEMP","06344150","SD082002CADI","08/20/02 00:00:00","08/20/02 00:00:00","09/20/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"SD","311.677-018","Dining Room Attendant",25,7.0000000000000000e+00,"H",5.8799999999999999e+00,"H","CADILLAC JACK'S","RAPID CITY","SD","OLESEN","PAULA","INTERNATIONAL HOSPITALITY RESOURCES","AZINGER","SANDRA","HOT SPRINGS","SD"
"TEMP","06344175","26755-01","08/06/02 00:00:00","09/17/02 00:00:00","09/23/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"AR","452.687-018","Tree Planter",350,8.4299999999999997e+00,"H",8.4299999999999997e+00,"H","PROGRESSIVE FORESTRY SERVICES, INC","COEUR D'ALENE","ID","CRESPO","JUAN","LABOR CONSULTANTS INT'L,LTD.","MUILENBURG","GINNY","POST FALLS","ID"
"TEMP","06344174","26754-01","08/06/02 00:00:00","09/17/02 00:00:00","09/23/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"AR","452.687-018","Tree Planter",450,8.4299999999999997e+00,"H",8.4299999999999997e+00,"H","PROGRESSIVE FORESTRY SERVICES, INC","COEUR D'ALENE","ID","CRESPO","JUAN","LABOR CONSULTANTS INT'L,LTD.","MUILENBURG","GINNY","POST FALLS","ID"
"TEMP","06344171","2315206","09/19/02 00:00:00","09/19/02 00:00:00","09/23/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",5,6.5000000000000000e+00,"H",6.1100000000000003e+00,"H","HIGH COUNTRY LINEN","JACKSON","WY","GABBITAS","ANGIE","GLOBAL RESOURCES, INC","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06344166","2315966","09/19/02 00:00:00","09/19/02 00:00:00","09/23/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",5,9.5000000000000000e+00,"H",6.1100000000000003e+00,"H","SUPER 8 MOTEL","JACKSON","WY","ERICKSON","PATSY","GLOBAL RESOURCES, INC","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06344165","2315212","09/19/02 00:00:00","09/19/02 00:00:00","09/23/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",8,9.0000000000000000e+00,"H",6.1100000000000003e+00,"H","TETON MOUNTAIN LODGE","TETON VILLAGE","WY","BAILEY","JENNIFER","GLOBAL RESOURCES, INC","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06344157","000000083481","07/11/02 00:00:00","09/06/02 00:00:00","09/20/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"TX","408.687-014","Laborer, Landscape",18,6.4600000000000000e+00,"H",6.4600000000000000e+00,"H","DESIGN MATERPIECE LANDSCAPING INC","ROCKWALL","TX","LYNOS","DENNY","C SCOTT INC","EVANS","C","BAY CITY","TX"
"TEMP","06344141","0467623","09/03/02 00:00:00","09/16/02 00:00:00","09/19/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"MT","352.677-018","Waiter/Waitress, Club",1,7.0700000000000003e+00,"H",7.0700000000000003e+00,"H","BRIDGE CREEK ADVENTURES, INC.","RED LODGE","MT","CHRIST","PETER",,,,,
"TEMP","06344154","SD082302SHIB","08/23/02 00:00:00","08/23/02 00:00:00","09/20/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"SD","311.677-018","Dining Room Attendant",15,6.0000000000000000e+00,"H",5.8600000000000003e+00,"H","RADISSON HOTEL","RAPID CITY","SD","HULL","STACIE","INTERNATIONAL HOSPITALITY RESOURCES","AZINGER","SANDRA","HOT SPRINGS","SD"
"TEMP","06344130","2316648","08/26/02 00:00:00","09/13/02 00:00:00","09/16/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"WY","318.687-010","Kitchen Helper",15,7.6200000000000001e+00,"H",5.8600000000000003e+00,"H","EL ABUELITO RESTAURANT","JACKSON","WY","CANO","RODOLFO","ESTELA RUIZ","RUIZ","ESTELA","VICTOR","ID"
"TEMP","06344149","2316645","08/26/02 00:00:00","09/13/02 00:00:00","09/20/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",45,7.1900000000000004e+00,"H",6.1100000000000003e+00,"H","SPRING CREEK RESORT, LLC","JACKSON","WY","PRICE","STEPHEN","ESTELA RUIZ","RUIZ","ESTELA","VICTOR","ID"
"TEMP","06344148","2316848","09/13/02 00:00:00","09/13/02 00:00:00","09/20/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"WY","406.684-014","Groundskeeper, Industrial Commercial",5,8.0000000000000000e+00,"H",7.8099999999999996e+00,"H","WESTBANK PLOW & SHOVEL COMPANY, INC.","JACKSON","WY","VANGKIKE","KIRK","LATINO SERVICES CORPORATION","LESLIE","PAT","JACKSON","WY"
"TEMP","06344147","2315625","09/13/02 00:00:00","09/13/02 00:00:00","09/20/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"WY","406.684-014","Groundskeeper, Industrial Commercial",6,8.0000000000000000e+00,"H",7.8099999999999996e+00,"H","TREES, INC.","WILSON","WY","BAHLINGER","GRETCHEN","LATINO SERVICES CORPORATION","LESLIE","PAT","JACKSON","WY"
"TEMP","06344146","2315623","09/13/02 00:00:00","09/13/02 00:00:00","09/20/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"WY","406.684-014","Groundskeeper, Industrial Commercial",9,8.0000000000000000e+00,"H",7.8099999999999996e+00,"H","HIGH MOUNTAIN GROUP","WILSON","WY","PARKER","LEWIS","LATINO SERVICES CORPORATION","LESLIE","PAT","JACKSON","WY"
"TEMP","06344145","02-1393","07/18/02 00:00:00","09/13/02 00:00:00","09/19/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"CO","323.687-018","Housecleaner",10,9.5999999999999996e+00,"H",7.8399999999999999e+00,"H","BEAVER RUN RESORT","BRECKENRIDGE","CO","BROWN","MELISSA",,,,,
"TEMP","06344144","02-1392","07/18/02 00:00:00","09/13/02 00:00:00","09/19/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"CO","311.677-014","Counter Attendant, Cafeteria",16,8.5000000000000000e+00,"H",5.8499999999999996e+00,"H","BEAVER RUN RESORT","BRECKENRIDGE","CO","BROWN","MELISSA",,,,,
"TEMP","06344155","SD082702FIRS","08/27/02 00:00:00","08/27/02 00:00:00","09/20/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"SD","381.687-014","Cleaner, Commercial Or Institutional",10,6.5000000000000000e+00,"H",6.5599999999999996e+00,"H","FIRST GOLD, INC.","DEADWOOD","SD","ANDERSON","PEGGY","INTERNATIONAL HOSPITALITY RESOURCES","AZINGER","SANDRA","HOT SPRINGS","SD"
"TEMP","06344132","2316644","08/26/02 00:00:00","09/13/02 00:00:00","09/16/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"WY","318.687-010","Kitchen Helper",15,7.6200000000000001e+00,"H",5.8600000000000003e+00,"H","CADILLAC GRILLE","JACKSON","WY","MARINO","SUZANNE","ESTELA RUIZ","RUIZ","ESTELA","VICTOR","ID"
"TEMP","06344129","2316639","08/26/02 00:00:00","09/13/02 00:00:00","09/16/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",18,7.1900000000000004e+00,"H",6.1100000000000003e+00,"H","WAGON WHEEL VILLAGE","JACKSON","WY","FISCHER","RANDY","ESTELA RUIZ","RUIZ","ESTELA","VICTOR","ID"
"TEMP","09529774","156535","06/25/02 00:00:00","06/25/02 00:00:00","09/25/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",9,"CA","999.399-031","Fitness Trainers and Aerobics Instructors",15,9.1999999999999993e+00,"H",8.1199999999999992e+00,"H","SQUAW VALLEY SKI CORP.","OLYMPIC VALLEY","CA","MORGAN","JULIE","PAMELA MCLEAN","MCLEAN","PAMELA","POLLOCK PINES","CA"
"TEMP","09528841","154827","05/28/02 00:00:00","05/28/02 00:00:00","09/09/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",9,"CA","999.399-031","Fitness Trainers and Aerobics Instructors",10,9.6999999999999993e+00,"H",9.2699999999999996e+00,"H","TAHOE DONNER ASSOCIATION","TRUCKEE","CA","CARDINALI","MICHELE",,,,,
"TEMP","09528842","154826","05/28/02 00:00:00","05/28/02 00:00:00","09/09/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",9,"CA","999.399-031","Fitness Trainers and Aerobics Instructors",6,1.1220000000000001e+01,"H",1.0970000000000001e+01,"H","TAHOE DONNER ASSOCIATION","TRUCKEE","CA","CARDINALI","MICHELE",,,,,
"TEMP","09528843","154808","05/28/02 00:00:00","05/28/02 00:00:00","09/09/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",9,"CA","999.399-031","Fitness Trainers and Aerobics Instructors",6,1.3640000000000001e+01,"H",1.0970000000000001e+01,"H","TAHOE DONNER ASSOCIATION","TRUCKEE","CA","CARDINALI","MICHELE",,,,,
"TEMP","09529077","158306","07/31/02 00:00:00","07/31/02 00:00:00","09/13/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",9,"CA","999.399-011","Child Care Workers",1,1.0000000000000000e+01,"H",8.9900000000000002e+00,"H","RONALD SALAS","TRABUCO CANYON","CA","RONALD SALAS",,"LAW OFFICES OF ETHELENE F. SALAS","SALAS","ETHELENE","WEST COVINA","CA"
"TEMP","09529214","155340","06/27/02 00:00:00","06/27/02 00:00:00","09/17/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",9,"CA","999.399-031","Fitness Trainers and Aerobics Instructors",8,1.8500000000000000e+01,"H",1.1949999999999999e+01,"H","DODGE RIDGE CORPORATION","PINECREST","CA","ROBERTS","TED",,,,,
"TEMP","09529215","155339","06/27/02 00:00:00","06/27/02 00:00:00","09/17/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",9,"CA","999.399-031","Fitness Trainers and Aerobics Instructors",16,9.8499999999999996e+00,"H",9.8499999999999996e+00,"H","DODGE RIDGE CORPORATION","PINECREST","CA","ROBERTS","TED",,,,,
"TEMP","10243952","1509","09/05/02 00:00:00","09/05/02 00:00:00","10/02/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",10,"ID","318.687-010","Kitchen Helper",2,8.0000000000000000e+00,"H",6.0999999999999996e+00,"H","Chandler's Restaurant","Ketchum","ID","Chandler","Rex","Global Resources","Rowe","Michaelene","Rupert","ID"
"TEMP","09529400","155887","06/13/02 00:00:00","06/13/02 00:00:00","09/19/02 00:00:00","Denied, Temporary","10/03/02 00:00:00",9,"CA","999.272-031","Dancers",10,1.7750000000000000e+01,"H",1.7710000000000001e+01,"H","TLC SERVICES","LAS VEGAS","NV","LAWRYNOWICZ","ANNA",,,,,
"TEMP","09529905","159935","08/20/02 00:00:00","08/20/02 00:00:00","09/26/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",9,"CA","999.393-091","Amusement and Recreation Attendants",20,7.0400000000000000e+00,"H",7.0400000000000000e+00,"H","SQUAW VALLEY SKI CORPORATION","OLYMPIC VALLEY","CA","CARRILLO","DIDI","PAMELA MCLEAN","MCLEAN","PAMELA","POLLOCK PINES","CA"
"TEMP","09529906","160041","08/20/02 00:00:00","08/20/02 00:00:00","09/26/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",9,"CA","999.537-051","Industrial Truck and Tractor Operators",14,9.5899999999999999e+00,"H",9.5899999999999999e+00,"H","SQUAW VALLEY SKI CORPORATION","OLYMPIC VALLEY","CA","CARRILLO","DIDI","PAMELA MCLEAN","MCLEAN","PAMELA","POLLOCK PINES","CA"
"TEMP","09529773","156532","06/25/02 00:00:00","06/25/02 00:00:00","09/25/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",9,"CA","999.399-031","Fitness Trainers and Aerobics Instructors",14,9.5700000000000003e+00,"H",9.8499999999999996e+00,"H","SQUAW VALLEY SKI CORP.","OLYMPIC VALLEY","CA","MORGAN","JULIE","PAMELA MCLEAN","MCLEAN","PAMELA","POLLOCK PINES","CA"
"TEMP","09529910","159846","08/20/02 00:00:00","08/20/02 00:00:00","09/26/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",9,"CA","999.412-021","Counter and Rental Clerks",3,7.2000000000000002e+00,"H",7.2000000000000002e+00,"H","RAINBOW MOUNTAIN SKI & BOARD SHOP","SOUTH LAKE TAHOE","CA","RUBERTO","BARBARA","PAMELA MCLEAN","MCLEAN","PAMELA","POLLOCK PINES","CA"
"TEMP","09530267","161114","09/16/02 00:00:00","09/16/02 00:00:00","10/01/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",9,"CA","999.272-042","Musicians and Singers",8,6.6219999999999999e+01,"H",4.3000000000000000e+01,"H","PRODUCTIONS EXCEL","LOS ANGELES","CA","PEREZ","ABEL","J.J. FELIX","FELIX","J.J.","SANTA FE SPRINGS","CA"
"TEMP","09530268","161113","09/16/02 00:00:00","09/16/02 00:00:00","10/01/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",9,"CA","999.272-042","Musicians and Singers",10,9.5400000000000000e+04,"A",,"A","RAMEZA ENTERTAINMENT","SOUTH EL MONTE","CA","MENDOZA","RAUL","J.J. FELIX","FELIX","J.J.","SANTA FE SPRINGS","CA"
"TEMP","09530269","161115","09/16/02 00:00:00","09/16/02 00:00:00","10/01/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",9,"CA","999.272-042","Musicians and Singers",10,6.6219999999999999e+01,"H",4.3000000000000000e+01,"H","PRODUCTIONS EXCEL","LOS ANGELES","CA","PEREZ","ABEL","J.J. FELIX","FELIX","J.J.","SANTA FE SPRINGS","CA"
"TEMP","09529216","155338","06/27/02 00:00:00","06/27/02 00:00:00","09/17/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",9,"CA","999.399-031","Fitness Trainers and Aerobics Instructors",16,1.2000000000000000e+01,"H",9.8499999999999996e+00,"H","DODGE RIDGE CORPORATION","PINECREST","CA","ROBERTS","TED",,,,,
"TEMP","09529908","160040","08/20/02 00:00:00","08/20/02 00:00:00","09/26/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",9,"CA","999.339-099","Protective service workers, all other",6,9.0999999999999996e+00,"H",9.0999999999999996e+00,"H","SQUAW VALLEY SKI CORPORATION","OLYMPIC VALLEY","CA","CARRILLO","DIDI","PAMELA MCLEAN","MCLEAN","PAMELA","POLLOCK PINES","CA"
"TEMP","04392689","021054","07/29/02 00:00:00","09/24/02 00:00:00","10/02/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",4,"GA","317.687-010","Cook Helper",30,5.5800000000000001e+00,"H",5.8700000000000001e+00,"H","HILLSIDE ORCHARD FARMS","TIGER","GA","MITCHAM","ROBERT","AGWORKS","BREMER","DAN","LAKE PARKS","GA"
"TEMP","04391903",,"07/08/02 00:00:00","07/08/02 00:00:00","09/04/02 00:00:00","Certified, Temporary","10/03/02 00:00:00",4,"KY","410.674-022","Stable Attendant",5,3.7500000000000000e+02,"W",2.9480000000000001e+02,"W","BURK KESSINGER RACING STABLE","LEXINGTON","KY","KESSINGER, JR","BURK","SUZE MAZE","MAZE","SUZE","LEXINGTON","KY"
