Case_Type,Case_Num,State_Case_Num,Rec_Local_Office,Rec_State_Office,Rec_Regional_Office,Last_Sig_Event,Last_Event_Date,Region_ID,Work_State,Occ_Code,Occ_Title,Num_Aliens,Salary,Unit_of_Pay,Prevail_Wage,Unit_of_Pay_Prev,Emp_Name,Emp_City,Emp_State,Contact_Last,Contact_First,Att_Firm_Name,Att_Last,Att_First,Att_City,Att_State
"TEMP","05427081",,"07/21/03 00:00:00","07/21/03 00:00:00","08/29/03 00:00:00","Denied, Temporary","10/01/03 00:00:00",5,"KS","030.162-010","Computer Programmer",1,3.3000000000000000e+04,"A",4.9546000000000000e+04,"A","The World Company","Lawrence","KS","Holovaty","Adrian",,,,,
"TEMP","05426724",,"09/16/03 00:00:00","09/16/03 00:00:00","09/17/03 00:00:00","Certified, Temporary","10/01/03 00:00:00",5,"OH","410.664-010","Farmworker, Livestock",2,8.6500000000000004e+00,"H",8.6500000000000004e+00,"H","International Camelids, Inc.","Port Clinton","OH","Coburn","Bill","USAMEX","Donaldson","David","Bald Knob","AR"
"TEMP","05426219","V-IL49578","06/03/03 00:00:00","06/03/03 00:00:00","08/28/03 00:00:00","Denied, Temporary","10/01/03 00:00:00",5,"IL","382.664-010","Janitor",1,6.5000000000000000e+00,"H",7.0099999999999998e+00,"H","Sirko Maintenance Service, Inc.","Wood Dale","IL","Sirko","Ireneusz",,,,,
"TEMP","06350829","03-1535","07/29/03 00:00:00","09/16/03 00:00:00","09/18/03 00:00:00","Certified, Temporary","10/02/03 00:00:00",6,"CO","099.227-010","Children's Tutor",1,6.2400000000000002e+00,"H",6.2400000000000002e+00,"H","Not Available","HIGHLANDS RANCH","CO","Not Available","Not Available",,,,,
"TEMP","09573678","175007","05/07/03 00:00:00","05/07/03 00:00:00","09/25/03 00:00:00","Denied, Temporary","10/02/03 00:00:00",9,"CA","999.517-011","Cabinetmakers and Bench Carpenters",1,1.0000000000000000e+01,"H",9.9700000000000006e+00,"H","RENAISSANCE FLOOR IN-LAYS","SAN FRANCISCO","CA","KLOTZ","URSZULA",,,,,
"TEMP","09573679","177428","07/02/03 00:00:00","07/02/03 00:00:00","09/25/03 00:00:00","Denied, Temporary","10/02/03 00:00:00",9,"CA","999.351-011","Chefs and Head Cooks",1,1.9770000000000000e+01,"H",1.9770000000000000e+01,"H","EL DORADO SEAFOOD & GRILL","CHULA VISTA","CA","NAVARRO","NOLBERT","G.R.'S IMMIGRATION SERVICE","RODRIGUEZ","GLENNYS","CHULA VISTA","CA"
"TEMP","01334932",,"09/09/03 00:00:00","09/09/03 00:00:00","09/30/03 00:00:00","Certified, Temporary","10/02/03 00:00:00",1,"VT","323.687-014","Cleaner, Housekeeping",5,8.2100000000000009e+00,"H",8.2100000000000009e+00,"H","Mountain Inn at Killington","Killington","VT","Hall","Jeremiah","Robert Laltoo","Laltoo","Robert","Cape Neddick","ME"
"TEMP","01334937","200302335","07/22/03 00:00:00","09/26/03 00:00:00","09/30/03 00:00:00","Certified, Temporary","10/02/03 00:00:00",1,"MA","999.537-062","Laborers and Freight, Stock, and Material Movers,",32,1.2850000000000000e+01,"H",1.2850000000000000e+01,"H","H. B. Painting & Remodeling Co.","Lynn","MA","Barrios","Hirian","C. Scott, Inc.","Scott","C.","Bay City","TX"
"TEMP","01334933",,"08/20/03 00:00:00","08/20/03 00:00:00","09/30/03 00:00:00","Certified, Temporary","10/02/03 00:00:00",1,"VT","311.677-018","Dining Room Attendant",5,7.0000000000000000e+00,"H",6.5899999999999999e+00,"H","Fitz-Rose Inc., DBA Mulligans of Stratton","Cheshire","CT","Rose","Thomas","Antioch Associates U.S.A.","Zimmerman","Jane","S. Dennis","MA"
"TEMP","03397260",,"06/03/03 00:00:00","08/06/03 00:00:00","08/08/03 00:00:00","Certified, Temporary","10/03/03 00:00:00",3,"PA","301.677-010","Child Monitor",1,8.2200000000000006e+00,"H",8.2200000000000006e+00,"H","Not Available","Nanticoke","PA","Not Available","Not Available","Paul Shearman Allen & Associates","Allen","Paul","Washington","DC"
"TEMP","03396093",,"08/07/03 00:00:00","08/07/03 00:00:00","09/09/03 00:00:00","Denied, Temporary","10/03/03 00:00:00",3,"DE","290.477-014","Sales Clerk",1,4.0000000000000000e+02,"W",3.5800000000000000e+02,"W","R. D. S, Inc","Rhooth Beach","DE","Eli","Zacharia","Dimas & Associates","Dimas, Esq.","Marilyn","Bethesda","MD"
"TEMP","03397312",,"06/24/03 00:00:00","06/24/03 00:00:00","09/30/03 00:00:00","Certified, Temporary","10/03/03 00:00:00",3,"VA","860.281-010","Carpenter, Maintenance",1,1.8050000000000001e+01,"W",1.8050000000000001e+01,"H","EconoLodge","Bailey's Cross Roads","VA","Ragunathji","Thakorlal","Aparna Dave Law Office","Dave","Aparna","Gaithersburg","MD"
"TEMP","03397435",,"08/18/03 00:00:00","08/18/03 00:00:00","10/01/03 00:00:00","Certified, Temporary","10/03/03 00:00:00",3,"VA","521.687-122","Shellfish Shucker",20,6.6200000000000001e+00,"H",6.9600000000000000e+00,"H","Imperial Oceans Seafood Inc.","Maryus","VA","Haywood","Richard","KT Labor, INC.","Sowards","Tish","Lexington","KY"
"TEMP","06350857","000000090620","07/31/03 00:00:00","09/16/03 00:00:00","09/19/03 00:00:00","Certified, Temporary","10/03/03 00:00:00",6,"TX","459.687-010","Laborer, Brush Clearing",5,8.1600000000000001e+00,"H",8.1600000000000001e+00,"H","TOM SOYARS","SAN MARCOS","TX","SOYARS","TOM","ROBERT D. KERSHAW, ATTORNEY AT LAW","KERSHAW, JR.","ROBERT","AUSTIN","TX"
"TEMP","06350863","ACLA0903-015-01","08/08/03 00:00:00","09/16/03 00:00:00","09/19/03 00:00:00","Certified, Temporary","10/03/03 00:00:00",6,"LA","409.685-014","Irrigator, Sprinkling System",7,7.0000000000000000e+00,"H",6.0899999999999999e+00,"H","QUAD M INVESTORS, LLP","MORGANZA","LA","FREY","MARK",,,,,
"TEMP","06350856","000000090621","07/31/03 00:00:00","09/16/03 00:00:00","09/19/03 00:00:00","Certified, Temporary","10/03/03 00:00:00",6,"TX","408.687-014","Laborer, Landscape",9,6.4299999999999997e+00,"H",6.4299999999999997e+00,"H","GREENS AND THINGS NURSERY","TAFT","TX","GONZALES","MARY","ROBERT D. KERSHAW, ATTORNEY AT LAW","KERSHAW, JR.","ROBERT","AUSTIN","TX"
"TEMP","06350855","000000090693","08/04/03 00:00:00","09/16/03 00:00:00","09/19/03 00:00:00","Certified, Temporary","10/03/03 00:00:00",6,"TX","408.687-014","Laborer, Landscape",20,7.2100000000000000e+00,"H",6.7500000000000000e+00,"H","Red Barn Garden Centers","Leander","TX","McDaniel","Emelie","C SCOTT INC","EVANS","C","BAY CITY","TX"
"TEMP","06350711","000000090619","07/30/03 00:00:00","09/11/03 00:00:00","09/16/03 00:00:00","Certified, Temporary","10/03/03 00:00:00",6,"TX","521.687-122","Shellfish Shucker",20,6.1799999999999997e+00,"H",6.4900000000000002e+00,"H","CHILDRESS SEAFOOD INC","ANAHUAC","TX","PEVEHOUSE","TERRY","KENTUCKY TENNESSEE LABOR CORP., INC.","SOWARDS","TISH","LEXINGTON","KY"
"TEMP","06350680","03-1517","07/23/03 00:00:00","09/10/03 00:00:00","09/15/03 00:00:00","Certified, Temporary","10/03/03 00:00:00",6,"CO","323.687-014","Cleaner, Housekeeping",4,8.5000000000000000e+00,"H",7.8399999999999999e+00,"H","Kokopelli Ski Holidays","Breckenridge","CO","Shingles","James","MARIA E PORTER","PORTER","MARIA","STEAMBOAT SPRINGS","CO"
"TEMP","06350657","000000090551","07/29/03 00:00:00","09/10/03 00:00:00","09/12/03 00:00:00","Certified, Temporary","10/03/03 00:00:00",6,"TX","869.687-026","Construction Worker II",200,8.9000000000000004e+00,"H",7.2000000000000002e+00,"H","SKYVIEW STAFFING INC","CHESTERFIELD","MO","VAN LUEVEN","DONNA","SUSAN CHO FIGENSHAU, P.C.","FIGENSHAU","SUSAN","ST. LOUIS","MO"
"TEMP","09573583","180342","08/27/03 00:00:00","08/27/03 00:00:00","09/23/03 00:00:00","Certified, Temporary","10/03/03 00:00:00",9,"CA","999.253-021","Self-Enrichment Education Teachers",1,2.3100000000000001e+01,"H",2.1469999999999999e+01,"H","TARBOOSH","REDWOOD CITY","CA","HAWIT","ANDRE","WERNER AND ASSOCIATES","WERNER","ROBERT","SAN FRANCISCO","CA"
"TEMP","01334936","200302261","07/28/03 00:00:00","09/26/03 00:00:00","09/30/03 00:00:00","Certified, Temporary","10/03/03 00:00:00",1,"MA","999.537-062","Laborers and Freight, Stock, and Material Movers,",15,1.1330000000000000e+01,"H",1.1330000000000000e+01,"H","Maffei Landscape Contractors","Marston Mills","MA","Maffei","Robert","C. Scott, Inc.","Scott","C.","Bay City","TX"
"TEMP","01334934",,"08/13/03 00:00:00","08/13/03 00:00:00","09/30/03 00:00:00","Certified, Temporary","10/03/03 00:00:00",1,"VT","153.227-018","Instructor, Sports",2,7.9900000000000002e+00,"H",7.9900000000000002e+00,"H","Bolton Valley Holiday Resort","Bolton","VT","Aiken","Mark",,,,,
"TEMP","03397170",,"08/15/03 00:00:00","08/15/03 00:00:00","09/29/03 00:00:00","Denied, Temporary","10/06/03 00:00:00",3,"VA","355.674-014","Nurse Assistant",1,8.5000000000000000e+00,"H",8.4600000000000009e+00,"H","Renaissance Inc.","Glen Allen","VA","Zavelsky","Rina","Mashkouri & Associates, P.C.","Mashkouri","M.-Nicole","Leesburg","VA"
"TEMP","03397436",,"07/09/03 00:00:00","07/09/03 00:00:00","10/01/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",3,"MD","301.677-010","Child Monitor",1,1.1000000000000000e+01,"H",9.0399999999999991e+00,"H","Not Available","Clarksburg","MD","Not Available","Not Available",,,,,
"TEMP","03397441",,"09/03/03 00:00:00","09/03/03 00:00:00","10/02/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",3,"VA","452.687-018","Tree Planter",240,8.2899999999999991e+00,"H",8.2899999999999991e+00,"H","ATLANTIC COAST FORESTRY, INC.","MADISON","VA","MOFFETT","JOHN",,,,,
"TEMP","06350869","24473-01","08/22/03 00:00:00","09/17/03 00:00:00","09/19/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",6,"AR","452.687-018","Tree Planter",252,8.7599999999999998e+00,"H",8.7599999999999998e+00,"H","KERRY STANLEY FORESTRY","HERMITAGE","AR","STANLEY","KERRY",,,,,
"TEMP","06350887","24463-01","08/12/03 00:00:00","09/15/03 00:00:00","09/19/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",6,"AR","452.687-018","Tree Planter",20,8.7599999999999998e+00,"H",8.7599999999999998e+00,"H","PACHECO FORESTRY","WARREN","AR","PACHECO","ADRIAN","AGWORKS, INC.","BREMER","DAN","LAKE PARK","GA"
"TEMP","06350886","24457-01","08/07/03 00:00:00","09/15/03 00:00:00","09/19/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",6,"AR","866.381-010","Roofer",16,9.8000000000000007e+00,"H",9.8000000000000007e+00,"H","MARCOS ROOFING COMPANY, INC.","NORTH LITTLE ROCK","AR","QUIJANO","MARCOS","TOM TRAVIS, P.A.","TRAVIS","TOM","LITTLE ROCK","AR"
"TEMP","06350891","29330-01","08/06/03 00:00:00","09/15/03 00:00:00","09/19/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",6,"AR","452.687-018","Tree Planter",120,8.7599999999999998e+00,"H",8.7599999999999998e+00,"H","FUTURE HARVEST FORESTRY SERVICE","WARREN","AR","ZENDEJAS","JOSE","AGWORKS, INC.","BREMER","DAN","LAKE PARK","GA"
"TEMP","06350881","29335-01","08/08/03 00:00:00","09/15/03 00:00:00","09/19/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",6,"AR","452.687-018","Tree Planter",350,8.7599999999999998e+00,"H",8.7599999999999998e+00,"H","PROGRESSIVE ENVIRONMENTAL","COEUR D' ALENE","ID","FRANK","JAYSON","LABOR CONSULTANTS INTERNATIONAL, LTD","BRADDY","STEPHANIE","POST FALLS","ID"
"TEMP","06350894","29331-01","08/06/03 00:00:00","09/15/03 00:00:00","09/19/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",6,"AR","452.687-018","Tree Planter",51,8.7599999999999998e+00,"H",8.7599999999999998e+00,"H","MENDIOLA FORESTRY SERVICE","WARREN","AR","MENDIOLA","PERFECTO","AGWORKS, INC.","BREMER","DAN","LAKE PARK","GA"
"TEMP","06350874","24471-01","08/22/03 00:00:00","09/17/03 00:00:00","09/19/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",6,"AR","452.687-018","Tree Planter",335,8.7599999999999998e+00,"H",8.7599999999999998e+00,"H","STANLEY M. SWEENEY","El Dorado","AR","SWEENEY","STANLEY",,,,,
"TEMP","06350872","24467-01","08/14/03 00:00:00","09/17/03 00:00:00","09/19/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",6,"AR","317.687-010","Cook Helper",10,6.0499999999999998e+00,"H",6.0499999999999998e+00,"H","LAHACIENDA, INC.","HOT SPRINGS","AR","OSEGUERA","LUIS","LABOR CONSULTANTS INTERNATIONAL, LTD","BRADDY","STEPHANIE","POST FALLS","ID"
"TEMP","06350864","2331291","07/24/03 00:00:00","09/07/03 00:00:00","09/19/03 00:00:00","Denied, Temporary","10/06/03 00:00:00",6,"WY","238.367-038","Hotel Clerk",1,1.0680000000000000e+01,"H",1.0680000000000000e+01,"H","GARAMAN, INC.","JACKSON","WY","LANE","WILLIAM","JODY L. CHANCE ATTORNEY AT LAW","CHANCE","JODY","JACKSON","WY"
"TEMP","06350871","24466-01","08/05/03 00:00:00","09/17/03 00:00:00","09/19/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",6,"AR","922.687-058","Laborer, Stores",25,7.1299999999999999e+00,"H",7.1299999999999999e+00,"H","MID-SOUTH DISTRIBUTORS OF ARKANSAS, LLC","SCOTT","AR","HAMILTON","DAVID","CROSS, GUNTER, WITHERSPOON & GALCHUS, P.C","GALCHUS","DONNA","LITTLE ROCK","AR"
"TEMP","06350866","0469874","09/04/03 00:00:00","09/16/03 00:00:00","09/19/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",6,"MT","323.687-014","Cleaner, Housekeeping",10,6.5499999999999998e+00,"H",6.5400000000000000e+00,"H","BILLINGS HOTEL & CONVENTION CENTER","BILLINGS","MT","MCCARTHY-LEUTWILER","JULIE",,,,,
"TEMP","06350890","29329-01","08/06/03 00:00:00","09/15/03 00:00:00","09/19/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",6,"AR","452.687-018","Tree Planter",100,8.7599999999999998e+00,"H",8.7599999999999998e+00,"H","PEREZ FORESTRY LLC","HUTTIG","AR","PEREZ","NARCISO","AGWORKS, INC.","BREMER","DAN","LAKE PARK","GA"
"TEMP","09573735","178258","07/22/03 00:00:00","07/22/03 00:00:00","10/02/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",9,"CA","999.353-021","Combined Food Preparation and Serving Workers, Inc",10,8.0000000000000000e+00,"H",7.7199999999999998e+00,"H","MAMMOTH MOUNTAIN SKI AREA","MAMMOTH LAKES","CA","ROWAN","SANDI","HUMBERTO R. GRAY, A PROFESSIONAL LAW CORP","GRAY","HUMBERTO","LOS ANGELES","CA"
"TEMP","09573736","179794","08/11/03 00:00:00","08/11/03 00:00:00","10/02/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",9,"CA","999.351-012","First-Line Supervisors/Managers of Food Preparatio",4,7.4299999999999997e+00,"H",7.4299999999999997e+00,"H","KIRKWOOD  SKI AND SUMMER RESORT","KIRKWOOD","CA","SULLIVAN","RENA","PAMELA MCLEAN","MC LEAN","PAMELA","POLLOCK PINES","CA"
"TEMP","09573737","179799","08/11/03 00:00:00","08/11/03 00:00:00","10/02/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",9,"CA","999.412-011","Cashiers",3,6.7500000000000000e+00,"H",6.7500000000000000e+00,"H","KIRKWOOD  SKI AND SUMMER RESORT","KIRKWOOD","CA","SULLIVAN","RENA","PAMELA MCLEAN","MC LEAN","PAMELA","POLLOCK PINES","CA"
"TEMP","09573742","1203782","07/24/03 00:00:00","07/24/03 00:00:00","10/06/03 00:00:00","Received Regional Office","10/06/03 00:00:00",9,"WA","783.384-010","Fur Sorter",2,1.8920000000000002e+01,"H",1.8920000000000002e+01,"H","AMERICAN LEGEND COOPERATIVE","RENTON","WA","ESSMAN","KURT","PRESTON GATES & ELLIS LLP","DOANE","JAMES","SEATTLE","WA"
"TEMP","02497646","20030034770","08/19/03 00:00:00","08/19/03 00:00:00","09/24/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",2,"NY","529.687-186","Sorter, Agricultural Produce",6,6.1200000000000001e+00,"H",6.1200000000000001e+00,"H","YONDER FARMS FRUIT DISTRIBUTORS","HUDSON","NY","CHIARO","SUSAN","Valley Growers Co-0p","Russo","Joseph","Milton","NY"
"TEMP","01335068",,"09/10/03 00:00:00","09/10/03 00:00:00","10/03/03 00:00:00","Certified, Temporary","10/06/03 00:00:00",1,"RI","683.682-026","Levers Lace Machine Operator",4,1.1699999999999999e+01,"H",1.1699999999999999e+01,"H","Leavers Lace Corp","West Greenwich","RI","Roberts","York","S. Christopher Stowe Jr. Attorney at Law","Stowe, Jr.","S. Christopher","Warwick","RI"
"TEMP","04408530","40912","07/17/03 00:00:00","07/17/03 00:00:00","09/24/03 00:00:00","Certified, Temporary","10/07/03 00:00:00",4,"FL","311.677-018","Dining Room Attendant",10,7.5000000000000000e+00,"H",6.0000000000000000e+00,"H","SAILFISH POINT PROPERTY OWNERS & CTRY. CLUB","STUART","FL","TYSON","MARK","RADEY THOMAS YON & CLARK","LUNNY","CHRISTOPHER","TALLAHASSE","FL"
"TEMP","04408478","33183","05/14/02 00:00:00","05/14/02 00:00:00","10/06/03 00:00:00","Denied, Temporary","10/07/03 00:00:00",4,"FL","238.367-038","Hotel Clerk",1,8.5000000000000000e+00,"H",8.7699999999999996e+00,"H","HYATT VACATION MANAGEMENT CORP.","KEY WEST","FL","HEINE","TOM","JOANNA NOCUN","NOCUN","JOANNA","KEY WEST","FL"
"TEMP","06350903","03-1490","07/21/03 00:00:00","09/18/03 00:00:00","09/22/03 00:00:00","Certified, Temporary","10/07/03 00:00:00",6,"CO","323.687-014","Cleaner, Housekeeping",25,7.9699999999999998e+00,"H",7.9699999999999998e+00,"H","CRESTED BUTTE MOUNTAIN RESORT, INC.","CRESTED BUTTE","CO","CRUMPTON","ELAINE",,,,,
"TEMP","06350909","03-1496","07/21/03 00:00:00","09/18/03 00:00:00","09/22/03 00:00:00","Certified, Temporary","10/07/03 00:00:00",6,"CO","153.227-018","Instructor, Sports",10,1.2960000000000001e+01,"H",1.3640000000000001e+01,"H","CRESTED BUTTE MOUNTAIN RESORT, INC.","CRESTED BUTTE","CO","CRUMPTON","ELAINE",,,,,
"TEMP","06350896","03-1475","07/21/03 00:00:00","09/18/03 00:00:00","09/22/03 00:00:00","Certified, Temporary","10/07/03 00:00:00",6,"CO","341.665-010","Ski Tow Operator",18,7.0000000000000000e+00,"H",5.9199999999999999e+00,"H","CRESTED BUTTE MOUNTAIN RESORT, INC.","CRESTED BUTTE","CO","CRUMPTON","ELAINE",,,,,
"TEMP","06350908","03-1495","07/21/03 00:00:00","09/18/03 00:00:00","09/22/03 00:00:00","Certified, Temporary","10/07/03 00:00:00",6,"CO","153.227-018","Instructor, Sports",15,7.6600000000000001e+00,"H",8.0600000000000005e+00,"H","CRESTED BUTTE MOUNTAIN RESORT, INC.","CRESTED BUTTE","CO","CRUMPTON","ELAINE",,,,,
"TEMP","06350898","03-1476","07/21/03 00:00:00","09/18/03 00:00:00","09/22/03 00:00:00","Certified, Temporary","10/07/03 00:00:00",6,"CO","153.227-018","Instructor, Sports",10,7.6600000000000001e+00,"H",8.0600000000000005e+00,"H","CRESTED BUTTE MOUNTAIN RESORT, INC.","CRESTED BUTTE","CO","CRUMPTON","ELAINE",,,,,
"TEMP","06350895","03-0972","07/29/03 00:00:00","09/18/03 00:00:00","09/22/03 00:00:00","Certified, Temporary","10/07/03 00:00:00",6,"CO","620.261-010","Automobile Mechanic",4,1.4210000000000001e+01,"H",1.4210000000000001e+01,"H","Pine River Enterprises","Ignacio","CO","Olguin","Richard","Milburn Foundation Inc","Milburn","Jan A","Durango","CO"
"TEMP","06350907","03-1494","07/21/03 00:00:00","09/18/03 00:00:00","09/22/03 00:00:00","Certified, Temporary","10/07/03 00:00:00",6,"CO","153.227-018","Instructor, Sports",10,1.2960000000000001e+01,"H",1.3640000000000001e+01,"H","CRESTED BUTTE MOUNTAIN RESORT, INC.","CRESTED BUTTE","CO","CRUMPTON","ELAINE",,,,,
"TEMP","06350906","03-1493","07/21/03 00:00:00","09/18/03 00:00:00","09/22/03 00:00:00","Certified, Temporary","10/07/03 00:00:00",6,"CO","153.227-018","Instructor, Sports",20,7.6600000000000001e+00,"H",8.0600000000000005e+00,"H","CRESTED BUTTE MOUNTAIN RESORT, INC.","CRESTED BUTTE","CO","CRUMPTON","ELAINE",,,,,
"TEMP","06350901","03-1489","07/21/03 00:00:00","09/18/03 00:00:00","09/22/03 00:00:00","Certified, Temporary","10/07/03 00:00:00",6,"CO","361.687-018","Laundry Laborer",15,7.0000000000000000e+00,"H",6.8200000000000003e+00,"H","CRESTED BUTTE MOUNTAIN RESORT, INC.","CRESTED BUTTE","CO","CRUMPTON","ELAINE",,,,,
"TEMP","06350905","03-1492","07/21/03 00:00:00","09/18/03 00:00:00","09/22/03 00:00:00","Certified, Temporary","10/07/03 00:00:00",6,"CO","311.677-018","Dining Room Attendant",6,7.0000000000000000e+00,"H",5.9000000000000004e+00,"H","CRESTED BUTTE MOUNTAIN RESORT, INC.","CRESTED BUTTE","CO","CRUMPTON","ELAINE",,,,,
"TEMP","06350904","03-1491","07/21/03 00:00:00","09/18/03 00:00:00","09/22/03 00:00:00","Certified, Temporary","10/07/03 00:00:00",6,"CO","313.381-030","Cook, School Cafeteria",6,7.2100000000000000e+00,"H",7.5499999999999998e+00,"H","CRESTED BUTTE MOUNTAIN RESORT, INC.","CRESTED BUTTE","CO","CRUMPTON","ELAINE",,,,,
"TEMP","06350900","03-1488","07/21/03 00:00:00","09/18/03 00:00:00","09/22/03 00:00:00","Certified, Temporary","10/07/03 00:00:00",6,"CO","295.357-014","Tool And Equipment Rental Clerk",4,7.0000000000000000e+00,"H",5.9900000000000002e+00,"H","CRESTED BUTTE MOUNTAIN RESORT, INC.","CRESTED BUTTE","CO","CRUMPTON","ELAINE",,,,,
"TEMP","06350899","03-1487","07/21/03 00:00:00","09/18/03 00:00:00","09/22/03 00:00:00","Certified, Temporary","10/07/03 00:00:00",6,"CO","344.667-010","Ticket Taker",8,7.0000000000000000e+00,"H",6.0199999999999996e+00,"H","CRESTED BUTTE MOUNTAIN RESORT, INC.","CRESTED BUTTE","CO","CRUMPTON","ELAINE",,,,,
"TEMP","09573743","177888","07/11/03 00:00:00","07/11/03 00:00:00","10/06/03 00:00:00","Denied, Temporary","10/07/03 00:00:00",9,"CA","999.411-011","First-Line Supervisors/Managers of Retail Sales Wo",1,1.3500000000000000e+01,"H",2.2870000000000001e+01,"H","WISTERIA FINE GIFTS AND HOME DECOR","LAGUNA HILLS","CA","SNOW","JENNIFER",,,,,
"TEMP","09573744","179803","08/14/03 00:00:00","08/14/03 00:00:00","10/06/03 00:00:00","Certified, Temporary","10/07/03 00:00:00",9,"CA","999.393-091","Amusement and Recreation Attendants",30,7.2300000000000004e+00,"H",7.2300000000000004e+00,"H","ROYAL GORGE SKI RESORT","SODA SPRINGS","CA","WIESEL","FRANCES",,,,,
