Case_Type,Case_Num,State_Case_Num,Rec_Local_Office,Rec_State_Office,Rec_Regional_Office,Last_Sig_Event,Last_Event_Date,Region_ID,Work_State,Occ_Code,Occ_Title,Num_Aliens,Salary,Unit_of_Pay,Prevail_Wage,Unit_of_Pay_Prev,Emp_Name,Emp_City,Emp_State,Contact_Last,Contact_First,Att_Firm_Name,Att_Last,Att_First,Att_City,Att_State
"TEMP","06336234","000000061855","06/06/01 00:00:00","09/14/01 00:00:00","09/19/01 00:00:00","Certified, Temporary","10/02/01 00:00:00",6,"TX","920.687-086","Fish Packer",6,5.7400000000000002e+00,"H",5.7599999999999998e+00,"H","HANSEN FARM","PALACIOS","TX","HANSEN","WILLIAM","C SCOTT, INC.","EVANS","C","BAY CITY","TX"
"TEMP","06336250","ACLA0601-026-01","06/22/01 00:00:00","09/14/01 00:00:00","09/21/01 00:00:00","Certified, Temporary","10/02/01 00:00:00",6,"LA","311.477-030","Waiter/Waitress, Informal",10,6.0899999999999999e+00,"H",6.0899999999999999e+00,"H","Hyatt Regency New Orleans","New Orleans","LA","Dickey","Mike","PRACTICAL EMPLOYEE SOLUTIONS","STRICKLAND","VERONICA","DALLAS","TX"
"TEMP","06336239","01-2539","07/17/01 00:00:00","09/18/01 00:00:00","09/21/01 00:00:00","Certified, Temporary","10/02/01 00:00:00",6,"CO","405.687-014","Horticultural Worker II",35,7.7699999999999996e+00,"H",5.7500000000000000e+00,"H","GREEN ACRES NURSERY INC","GOLDEN","CO","JERONIMUS","MIKE","C SCOTT INC","EVANS","C","BAY CITY","TX"
"TEMP","09504982","134025","08/21/01 00:00:00","08/21/01 00:00:00","10/01/01 00:00:00","Certified, Temporary","10/02/01 00:00:00",9,"CA",,,5,6.9199999999999999e+00,"H",6.9199999999999999e+00,"H","KIRKWOOD ASSOCIATES, INC.","KIRKWOOD","CA","BECKWITH","MICHELLE","PAMELA MCLEAN","MCLEAN","PAMELA","POLLOCK PINES","CA"
"TEMP","09504984","134021","08/21/01 00:00:00","08/21/01 00:00:00","10/01/01 00:00:00","Certified, Temporary","10/02/01 00:00:00",9,"CA",,,2,9.1099999999999994e+00,"H",9.1099999999999994e+00,"H","KIRKWOOD ASSOCIATES, INC.","KIRKWOOD","CA","BECKWITH","MICHELLE","PAMELA MCLEAN","MCLEAN","PAMELA","POLLOCK PINES","CA"
"TEMP","01313118",,"08/15/01 00:00:00","08/15/01 00:00:00","09/25/01 00:00:00","Certified, Temporary","10/02/01 00:00:00",1,"VT","341.665-010","Ski Tow Operator",14,7.0000000000000000e+00,"H",6.2500000000000000e+00,"H","Sugarbush Resort","Warren","VT","Knox","Pamela",,,,,
"TEMP","01313283",,"08/27/01 00:00:00","08/27/01 00:00:00","09/27/01 00:00:00","Certified, Temporary","10/02/01 00:00:00",1,"NH","824.261-010","Electrician",97,3.0039999999999999e+01,"H",3.0039999999999999e+01,"H","Sachs Electric","Chesterfield","MO","Umphryes","Don","Law Office of Susan N. Burgess","Burgess","Susan","Pittsford","NY"
"TEMP","01313014",,"07/11/01 00:00:00","07/11/01 00:00:00","09/19/01 00:00:00","Denied, Temporary","10/02/01 00:00:00",1,"ME","153.227-018","Instructor, Sports",1,1.8329999999999998e+01,"H",1.6100000000000001e+01,"H","Gould Academy","Bethel","ME","Rackliffe","Peter",,,,,
"TEMP","01313013","20012941","07/03/01 00:00:00","07/03/01 00:00:00","09/19/01 00:00:00","Denied, Temporary","10/02/01 00:00:00",1,"CT","301.677-010","Child Monitor",1,1.1150000000000000e+01,"H",1.1150000000000000e+01,"H","Not Available","Weston","CT","Not Available","Not Available",,,,,
"TEMP","06336273","2297534","09/10/01 00:00:00","09/17/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",7,6.2100000000000000e+00,"H",6.2100000000000000e+00,"H","PAINTED BUFFALO INN","JACKSON","WY","BORRE","GENE","GLOBAL RESOURCES","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06336604","3061322","08/14/01 00:00:00","09/14/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"UT","341.665-010","Ski Tow Operator",58,6.5199999999999996e+00,"H",5.7500000000000000e+00,"H","ELK MEADOWS SKI RESORT","BEAVER","UT","GATZA","TERRIE","IMMIGRATION SERVICES OF AMERICA","WILLIAMS","ROD","JOYCE","WA"
"TEMP","06336278","2298082","09/10/01 00:00:00","09/17/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"WY","408.687-014","Laborer, Landscape",2,7.5199999999999996e+00,"H",7.5199999999999996e+00,"H","PAINTED BUFFALO INN","JACKSON","WY","BORRE","GENE","GLOBAL RESOURCES","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06336277","2298080","09/10/01 00:00:00","09/17/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"WY","318.687-010","Kitchen Helper",1,5.7500000000000000e+00,"H",5.7500000000000000e+00,"H","MOUNTAIN HIGH PIZZA PIE","JACKSON","WY","DERGINS","DEBORAH","GLOBAL RESOURCES","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06336276","22975333","09/10/01 00:00:00","09/17/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"WY","318.687-010","Kitchen Helper",2,5.7500000000000000e+00,"H",5.7500000000000000e+00,"H","MOUNTAIN DRAGON CHINESE RESTAURANT","JACKSON","WY","FANG","ALLEN","GLOBAL RESOURCES","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06336606","3061320","08/14/01 00:00:00","09/14/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"UT","317.687-010","Cook Helper",8,6.5199999999999996e+00,"H",5.7500000000000000e+00,"H","ELK MEADOWS SKI RESORT","BEAVER","UT","GATZA","TERRIE","IMMIGRATION SERVICES OF AMERICA","WILLIAMS","ROD","JOYCE","WA"
"TEMP","06336274","2297515","09/10/01 00:00:00","09/17/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",5,6.2100000000000000e+00,"H",6.2100000000000000e+00,"H","AMANGANI LODGE","JACKSON","WY","KNISLEY","ROSANNA","GLOBAL RESOURCES","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06336611","000000061152","05/11/01 00:00:00","09/19/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"TX","869.687-026","Construction Worker II",12,1.5745000000000000e+04,"A",1.5745600000000000e+04,"A","KENYON CONSTRUCTION INC","AUSTIN","TX","ALVARADO","ANSELMO","AZARMEHR & ASSOCIATES PC","AZARMEHR","MEHRON","AUSTIN","TX"
"TEMP","06336272","2297532","09/10/01 00:00:00","09/17/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"WY","318.687-010","Kitchen Helper",2,5.7500000000000000e+00,"H",5.7500000000000000e+00,"H","HANGAR CANTINA","JACKSON","WY","REISBECK","MICHELLE","GLOBAL RESOURCES","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06336271","2298103","09/10/01 00:00:00","09/17/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"WY","318.687-010","Kitchen Helper",3,5.7500000000000000e+00,"H",5.7500000000000000e+00,"H","MOUNTAIN HARVEST ASSOCIATES","JACKSON","WY","WAKEFIELD","SOPHIA","GLOBAL RESOURCES","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06336275","2298199","09/10/01 00:00:00","09/17/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"WY","153.227-018","Instructor, Sports",14,5.7500000000000000e+00,"H",5.7500000000000000e+00,"H","JACKSON HOLE MOUNTAIN RESORT","TETON VILLAGE","WY","HORN","SCOTT","GLOBAL RESOURCES","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06336607","3061319","08/14/01 00:00:00","09/14/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"UT","323.687-014","Cleaner, Housekeeping",8,6.5199999999999996e+00,"H",5.7500000000000000e+00,"H","ELK MEADOWS SKI RESORT","BEAVER","UT","GATZA","TERRIE","IMMIGRATION SERVICES OF AMERICA","WILLIAMS","ROD","JOYCE","WA"
"TEMP","06336608","0559085","05/31/01 00:00:00","09/11/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"MT","318.687-010","Kitchen Helper",10,6.5999999999999996e+00,"H",6.5999999999999996e+00,"H","BARTON GROUP, INC.","WEST YELLOWSTONE","MT","BARTON","DORIS","GLOBAL RESOURCES","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06336610","0559086","05/31/01 00:00:00","09/11/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"MT","323.687-014","Cleaner, Housekeeping",12,6.5400000000000000e+00,"H",6.5400000000000000e+00,"H","OAK STREET PARTNERSHIP - BOZEMAN COMFORT INN","BOZEMAN","MT","ELLSWORTH","KATIE","GLOBAL RESOURCES","ANDERSON",,"RUPERT","ID"
"TEMP","06336612","000000064881","07/05/01 00:00:00","09/19/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"TX","408.687-014","Laborer, Landscape",19,6.2100000000000000e+00,"H",6.2100000000000000e+00,"H","C. SCOTT, INC.","BAY CITY","TX","EVANS","SCOTT","C SCOTT, INC.","EVANS","C","BAY CITY","TX"
"TEMP","06336613","000000065905","07/13/01 00:00:00","09/19/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"TX","408.687-014","Laborer, Landscape",50,6.5400000000000000e+00,"H",6.5400000000000000e+00,"H","SCHULTZ & COMPANY LANDSCAPES","SAN ANTONIO","TX","SCULTZ","BILL","C SCOTT, INC.","EVANS","C","BAY CITY","TX"
"TEMP","06336618","01-3468","08/22/01 00:00:00","09/21/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"CO","153.227-018","Instructor, Sports",5,9.7599999999999998e+00,"H",1.0170000000000000e+01,"H","Dundee Realty USA LLC dba Arap","Keystone","CO","Hiller","Peggy","Law Offices of Sienna LaRene","LaRene","Sienna","Edwards","CO"
"TEMP","06336270","2297539","09/10/01 00:00:00","09/17/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",2,6.2100000000000000e+00,"H",6.2100000000000000e+00,"H","PIONEER MOTEL","JACKSON","WY","BAYLESS","ALICE","GLOBAL RESOURCES","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06336617","01-3469","08/22/01 00:00:00","09/21/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"CO","341.665-010","Ski Tow Operator",10,8.0000000000000000e+00,"H",5.7500000000000000e+00,"H","Dundee Realty USA LLC dba Arap","Dillon","CO","Hiller","Peggy","Law Offices of Sienna LaRene","LaRene","Sienna","Edwards","CO"
"TEMP","06336279","3061290","07/16/01 00:00:00","09/21/01 00:00:00","09/28/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"UT","159.117-010","Producer",4,1.5000000000000000e+03,"W",7.7300000000000000e+02,"W","SALT LAKE ORGANIZING COMMITTEE FOR OLYMPIC WINTER","SALT LAKE CITY","UT","OCKEY HERRMANN","JEAN","LITTLEFIELD & PETERSON","LITTLEFIELD","DAVID","SALT LAKE CITY","UT"
"TEMP","06336615","15444-01","04/13/01 00:00:00","09/18/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"AR","845.381-018","Paint Sprayer, Sandblaster",15,8.0500000000000007e+00,"H",8.0500000000000007e+00,"H","COBURN SERVICE COMPANY, INC.","NORTH LITTLE ROCK","AR","COBURN","ROGER","TOM TRAVIS, P.A.","Travis","Tom","Little Rock","AR"
"TEMP","06336614","000000068835","07/30/01 00:00:00","09/19/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"TX","922.687-058","Laborer, Stores",24,6.4299999999999997e+00,"H",6.4299999999999997e+00,"H","MOULDING ASSOCIATES INC","WYLIE","TX","ABARCA","HUGO","RAUL A CANEZ PC","CANEZ","RAUL","FT WORTH","TX"
"TEMP","06336609","0559078","05/31/01 00:00:00","09/11/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"MT","323.687-014","Cleaner, Housekeeping",12,6.5400000000000000e+00,"H",6.5400000000000000e+00,"H","T & J ENTERPRISES/LIONSHEAD RESORT","W. YELLOWSTONE","MT","OKSA","TERRY","GLOBAL RESOURCES","ANDERSON",,"RUPERT","ID"
"TEMP","06336254","2297557","09/10/01 00:00:00","09/17/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"WY","318.687-010","Kitchen Helper",10,5.7500000000000000e+00,"H",5.7500000000000000e+00,"H","CADILLAC GRILLE","JACKSON","WY","GRAVES","SUZANNE","GLOBAL RESOURCES","ANDERSON",,"RUPERT","ID"
"TEMP","06336605","3061321","08/14/01 00:00:00","09/14/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"UT","311.677-018","Dining Room Attendant",10,6.5199999999999996e+00,"H",5.7500000000000000e+00,"H","ELK MEADOWS SKI RESORT","BEAVER","UT","GATZA","TERRIE","IMMIGRATION SERVICES OF AMERICA","WILLIAMS","ROD","JOYCE","WA"
"TEMP","06336269","2297559","09/10/01 00:00:00","09/17/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"WY","318.687-010","Kitchen Helper",4,5.7500000000000000e+00,"H",5.7500000000000000e+00,"H","GUN BARREL STEAK & GAME HOUSE","JACKSON","WY","WALKER","MARK","GLOBAL RESOURCES","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06336208","559076","05/31/01 00:00:00","09/11/01 00:00:00","09/18/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"MT","323.687-014","Cleaner, Housekeeping",6,6.5400000000000000e+00,"H",6.5400000000000000e+00,"H","DESERT INN","WEST YELLOWSTONE","MT","ANDERSON","TERRI","GLOBAL RESOURCES","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06336233","2297555","09/10/01 00:00:00","09/17/01 00:00:00","09/25/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"WY","311.677-018","Dining Room Attendant",1,5.7300000000000004e+00,"H",5.7300000000000004e+00,"H","TETON STEAKHOUSE","JACKSON","WY","SEGHETTI","SUNNIE","GLOBAL RESOURCES","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06336253","2298083","09/10/01 00:00:00","09/17/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"WY","955.687-014","Snow Shoveler",6,7.5199999999999996e+00,"H",7.5199999999999996e+00,"H","TREES, INC.","WILSON","WY","MCBRIDE","MIKE","GLOBAL RESOURCES","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","06336255","2297538","09/10/01 00:00:00","09/17/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",14,6.2100000000000000e+00,"H",6.2100000000000000e+00,"H","RAINTREE RESORTS MANAGEMENT","TETON VILLAGE","WY","BYRON","KATHLEEN","GLOBAL RESOURCES","ANDERSON",,"RUPERT","ID"
"TEMP","06336256","2297563","09/10/01 00:00:00","09/17/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",27,6.2100000000000000e+00,"H",6.2100000000000000e+00,"H","SNAKE RIVER LODGE","MORAN","WY","STREET","CINDY","GLOBAL RESOURCES","ANDERSON",,"RUPERT","ID"
"TEMP","06336257","2297563","09/10/01 00:00:00","09/17/01 00:00:00","09/24/01 00:00:00","Certified, Temporary","10/03/01 00:00:00",6,"WY","311.677-018","Dining Room Attendant",4,5.7300000000000004e+00,"H",5.7300000000000004e+00,"H","SNAKE RIVER LODGE","MORAN","WY","STREET","CINDY","GLOBAL RESOURCES","ANDERSON",,"RUPERT","ID"
